都市コード,都市名,国名
BWA,BHAIRAHAWA,Nepal
BWB,BARROW ISLAND,Australia
BWD,BROWNWOOD,United States of America
BWE,BRAUNSCHWEIG,Germany
BWF,BARROW-IN-FURNESS,United Kingdom
BWG,BOWLING GREEN,United States of America
BWI,BALTIMORE,United States of America
BWJ,BAWAN,Papua New Guinea
BWK,BRAC,Croatia
BWM,BOWMAN,United States of America
BWN,BANDAR SERI BEGAWAN,Brunei Darussalam
BWO,BALAKOVO,Russia (in Europe)
BWP,BEWANI,Papua New Guinea
BWQ,BREWARRINA,Australia
BWT,BURNIE,Australia
BWU,BANKSTOWN,Australia
BWX,BANYUWANGI,Indonesia
BXB,IRARUTU,Indonesia
BXC,BOXBOROUGH,United States of America
BXD,BADE,Indonesia
BXE,BAKEL,Senegal
BXG,BENDIGO,Australia
BXH,BALKHASH,Kazakhstan
BXI,BOUNDIALI,Cote d’Ivoire
BXM,BATOM,Indonesia
BXS,BORREGO SPRINGS,United States of America
BXU,BUTUAN,Philippines
BXV,BREIDDALSVIK,Iceland
BXX,BORAMA,Somalia
BXZ,BUNSIL,Papua New Guinea
BYA,BOUNDARY,United States of America
BYB,DIBAA,Oman
BYC,YACUIBA,Bolivia
BYD,AL BAYDA,Yemen
BYK,BOUAKE,Cote d’Ivoire
BYL,BELLE YELLA,Liberia
BYM,BAYAMO,Cuba
BYP,BARIMUNYA,Australia
BYU,BAYREUTH,Germany
BYW,BLAKELY ISLAND,United States of America
BYX,BANIYALA,Australia
BZA,BONANZA,Nicaragua
BZB,BAZARUTO ISLAND,Mozambique
BZC,BUZIOS,Brazil
BZD,BALRANALD,Australia
BZE,BELIZE,Belize
BZG,BYDGOSZCZ,Poland
BZH,BUMI HILLS,Zimbabwe
BZI,BALIKESIR,Turkey
BZK,BRYANSK,Russia (in Europe)
BZL,BARISAL,Bangladesh
BZN,BOZEMAN,United States of America
BZO,BOLZANO/BOZEN,Italy
BZR,BEZIERS,France
BZU,BUTA,"Congo, Democratic Republic of"
BZV,BRAZZAVILLE,Congo
BZX,BAZHONG,"China, People’s Republic of"
BZY,BALTI,Moldova Rep. of
CAB,CABINDA,Angola
CAC,CASCAVEL,Brazil
CAD,CADILLAC,United States of America
CAE,COLUMBIA,United States of America
CAF,CARAUARI,Brazil
CAG,CAGLIARI,Italy
CAH,CA MAU,Vietnam
CAI,CAIRO,Egypt
CAJ,CANAIMA,Venezuela
CAK,AKRON,United States of America
CAK,CANTON,United States of America
CAL,CAMPBELTOWN,United Kingdom
CAM,CAMIRI,Bolivia
CAN,GUANGZHOU,"China, People’s Republic of"
CAP,CAP-HAITIEN,Haiti
CAQ,CAUCASIA,Colombia
CAS,CASABLANCA,Morocco
CAV,CAZOMBO,Angola
CAW,CAMPOS DOS GOYTACAZE,Brazil
CAX,CARLISLE,United Kingdom
CAY,CAYENNE,French Guiana
CAZ,COBAR,Australia
CBA,CORNER BAY,United States of America
CBB,COCHABAMBA,Bolivia
CBD,CAR NICOBAR ISLAND,India (including Andaman Isl.)
CBE,CUMBERLAND,United States of America
CBG,CAMBRIDGE,United Kingdom
CBH,BECHAR,Algeria
CBL,CIUDAD BOLIVAR,Venezuela
CBN,CIREBON,Indonesia
CBO,COTABATO,Philippines
CBP,COIMBRA,Portugal (including Azores & Madeira)
CBQ,CALABAR,Nigeria
CBR,CANBERRA,Australia
CBS,CABIMAS,Venezuela
CBT,CATUMBELA,Angola
CBX,CONDOBOLIN,Australia
CBY,CANOBIE,Australia
CBZ,CABIN CREEK,United States of America
CCA,CHIMORE,Bolivia
CCC,CAYO COCO,Cuba
CCF,CARCASSONNE,France
CCI,CONCORDIA,Brazil
CCJ,KOZHIKODE,India (including Andaman Isl.)
CCK,COCOS ISLANDS,Cocos (Keeling) Islands
CCM,CRICIUMA,Brazil
CCN,CHANGHCHARAN,Afghanistan
CCP,CONCEPCION,Chile
CCR,CONCORD,United States of America
CCS,CARACAS,Venezuela
CCT,CATRIEL,Argentina
CCU,KOLKATA,India (including Andaman Isl.)
CCV,CRAIG COVE,Vanuatu
CCW,COWELL,Australia
CCX,CACERES,Brazil
CCZ,CHUB CAY,Bahamas
CDA,COOINDA,Australia
CDB,COLD BAY,United States of America
CDC,CEDAR CITY,United States of America
CDD,CAUQUIRA,Honduras
CDH,CAMDEN,United States of America
CDJ,CONCEICAO DO ARAGUAIA,Brazil
CDL,CANDLE,United States of America
CDP,CUDDAPAH,India (including Andaman Isl.)
CDQ,CROYDON,Australia
CDR,CHADRON,United States of America
CDT,CASTELLON DE LA PLANA,Spain and Canary Islands
CDU,CAMDEN,Australia
CDV,CORDOVA,United States of America
CDW,CALDWELL,United States of America
CEB,CEBU,Philippines
CEC,CRESCENT CITY,United States of America
CED,CEDUNA,Australia
CEE,CHEREPOVETS,Russia (in Europe)
CEG,CHESTER,United Kingdom
CEH,CHELINDA,Malawi
CEI,CHIANG RAI,Thailand
CEK,CHELYABINSK,Russia (in Asia)
CEM,CENTRAL,United States of America
CEN,CIUDAD OBREGON,Mexico
CEO,WAKU-KUNGO,Angola
CEP,CONCEPCION,Bolivia
CEQ,CANNES,France
CER,CHERBOURG,France
CES,CESSNOCK,Australia
CEZ,CORTEZ,United States of America
CFA,COFFEE POINT,United States of America
CFB,CABO FRIO,Brazil
CFE,CLERMONT-FERRAND,France
CFG,CIENFUEGOS,Cuba
CFH,CLIFTON HILLS,Australia
CFK,CHLEF,Algeria
CFN,DONEGAL,Ireland
CFO,CONFRESA,Brazil
CFR,CAEN,France
CFS,COFFS HARBOUR,Australia
CFU,KERKYRA,Greece
CGA,CRAIG,United States of America
CGB,CUIABA,Brazil
CGC,CAPE GLOUCESTER,Papua New Guinea
CGD,CHANGDE,"China, People’s Republic of"
CGI,CAPE GIRARDEAU,United States of America
CGJ,CHINGOLA,Zambia
CGM,CAMIGUIN,Philippines
CGN,COLOGNE,Germany
CGO,ZHENGZHOU,"China, People’s Republic of"
CGP,CHITTAGONG,Bangladesh
CGQ,CHANGCHUN,"China, People’s Republic of"
CGR,CAMPO GRANDE,Brazil
CGT,CHINGUETTI,Mauritania
CGY,CAGAYAN DE ORO,Philippines
CHA,CHATTANOOGA,United States of America
CHC,CHRISTCHURCH,New Zealand
CHF,JINHAE,Korea (Rep. of)
CHG,CHAOYANG,"China, People’s Republic of"
CHH,CHACHAPOYAS,Peru
CHI,CHICAGO,United States of America
CHL,CHALLIS,United States of America
CHM,CHIMBOTE,Peru
CHO,CHARLOTTESVILLE,United States of America
CHP,CIRCLE HOT SPRINGS,United States of America
CHQ,CHANIA,Greece
CHR,CHATEAUROUX,France
CHS,CHARLESTON,United States of America
CHT,CHATHAM ISLAND,New Zealand
CHU,CHUATHBALUK,United States of America
CHV,CHAVES,Portugal (including Azores & Madeira)
CHW,JIUQUAN,"China, People’s Republic of"
CHX,CHANGUINOLA,Panama
CHY,CHOISEUL BAY,Solomon Islands
CIC,CHICO,United States of America
CID,CEDAR RAPIDS,United States of America
CIF,CHIFENG,"China, People’s Republic of"
CIG,CRAIG,United States of America
CIH,CHANGZHI,"China, People’s Republic of"
CIJ,COBIJA,Bolivia
CIK,CHALKYITSIK,United States of America
CIL,COUNCIL,United States of America
CIM,CIMITARRA,Colombia
CIO,CONCEPCION,Paraguay
CIP,CHIPATA,Zambia
CIS,CANTON ISLAND,Kiribati
CIT,SHYMKENT,Kazakhstan
CIV,CHOMLEY,United States of America
CIW,CANOUAN,St. Vincent and the Grenadines
CIX,CHICLAYO,Peru
CIY,COMISO,Italy
CIZ,COARI,Brazil
CJA,CAJAMARCA,Peru
CJB,COIMBATORE,India (including Andaman Isl.)
CJC,CALAMA,Chile
CJF,COONDEWANNA,Australia
CJJ,CHEONGJU,Korea (Rep. of)
CJL,CHITRAL,Pakistan
CJS,CIUDAD JUAREZ,Mexico
CJT,COMITAN,Mexico
CJU,JEJU,Korea (Rep. of)
CKB,CLARKSBURG,United States of America
CKD,CROOKED CREEK,United States of America
CKE,LAKEPORT,United States of America
CKG,CHONGQING,"China, People’s Republic of"
CKI,CROKER ISLAND,Australia
CKO,CORNELIO PROCOPIO,Brazil
CKS,PARAUAPEBAS,Brazil
CKV,CLARKSVILLE,United States of America
CKX,CHICKEN,United States of America
CKY,CONAKRY,Guinea
CKZ,CANAKKALE,Turkey
CLA,COMILLA,Bangladesh
CLC,CLEARLAKE,United States of America
CLE,CLEVELAND,United States of America
CLH,COOLAH,Australia
CLJ,CLUJ-NAPOCA,Romania
CLL,COLLEGE STATION,United States of America
CLM,PORT ANGELES,United States of America
CLN,CAROLINA,Brazil
CLO,CALI,Colombia
CLP,CLARKS POINT,United States of America
CLQ,COLIMA,Mexico
CLT,CHARLOTTE,United States of America
CLV,CALDAS NOVAS,Brazil
CLY,CALVI,France
CLZ,CALABOZO,Venezuela
CMA,CUNNAMULLA,Australia
CMB,COLOMBO,Sri Lanka
CMD,COOTAMUNDRA,Australia
CME,CIUDAD DEL CARMEN,Mexico
CMF,CHAMBERY,France
CMG,CORUMBA,Brazil
CMH,COLUMBUS,United States of America
CMI,CHAMPAIGN,United States of America
CMJ,QIMEI,Chinese Taipei
CMK,CLUB MAKOKOLA,Malawi
CMP,SANTANA DO ARAGUAIA,Brazil
CMQ,CLERMONT,Australia
CMR,COLMAR,France
CMU,KUNDIAWA,Papua New Guinea
CMV,COROMANDEL,New Zealand
CMW,CAMAGUEY,Cuba
CMX,HANCOCK,United States of America
CMX,HOUGHTON,United States of America
CNB,COONAMBLE,Australia
CNC,COCONUT ISLAND,Australia
CND,CONSTANTA,Romania
CNE,CANON CITY,United States of America
CNJ,CLONCURRY,Australia
CNL,SINDAL,Denmark
CNM,CARLSBAD,United States of America
CNN,KANNUR,India (including Andaman Isl.)
CNP,NEERLERIT INAAT,Greenland
CNQ,CORRIENTES,Argentina
CNS,CAIRNS,Australia
CNV,CANAVIEIRAS,Brazil
CNX,CHIANG MAI,Thailand
CNY,MOAB,United States of America
CNZ,CANGAMBA,Angola
COA,COLUMBIA,United States of America
COC,CONCORDIA,Argentina
COD,CODY/YELLOWSTONE,United States of America
COE,COEUR D'ALENE,United States of America
COF,COCOA BEACH,United States of America
COG,CONDOTO,Colombia
COH,COOCH BEHAR,India (including Andaman Isl.)
COJ,COONABARABRAN,Australia
COK,KOCHI,India (including Andaman Isl.)
COO,COTONOU,Benin
COQ,CHOIBALSAN,Mongolia
COR,CORDOBA,Argentina
COS,COLORADO SPRINGS,United States of America
COU,COLUMBIA,United States of America
COV,COVILHA,Portugal (including Azores & Madeira)
CPA,HARPAR,Liberia
CPB,CAPURGANA,Colombia
CPC,SAN MARTIN DE LOS ANDES,Argentina
CPD,COOBER PEDY,Australia
CPE,CAMPECHE,Mexico
CPH,COPENHAGEN,Denmark
CPI,CAPE ORFORD,Papua New Guinea
CPN,CAPE RODNEY,Papua New Guinea
CPO,COPIAPO,Chile
CPQ,CAMPINAS,Brazil
CPR,CASPER,United States of America
CPT,CAPE TOWN,South Africa
CPU,CURURUPU,Brazil
CPV,CAMPINA GRANDE,Brazil
CPX,CULEBRA,Puerto Rico
CQA,CANARANA,Brazil
CQA,CANARANA,Brazil
CQD,SHAHRE KORD,Iran (Islamic Republic of)
CQF,CALAIS,France
CQM,CIUDAD REAL,Spain and Canary Islands
CQT,CAQUETANIA,Colombia
CRA,CRAIOVA,Romania
CRD,COMODORO RIVADAVIA,Argentina
CRF,CARNOT,Central African Rep.
CRI,CROOKED ISLAND,Bahamas
CRM,CATARMAN,Philippines
CRP,CORPUS CHRISTI,United States of America
CRQ,CARAVELAS,Brazil
CRU,CARRIACOU,Grenada
CRV,CROTONE,Italy
CRW,CHARLESTON,United States of America
CRZ,TURKMENABAT,Turkmenistan
CSB,CARANSEBES,Romania
CSE,CRESTED BUTTE,United States of America
CSG,COLUMBUS,United States of America
CSH,SOLOVETSKY,Russia (in Asia)
CSI,CASINO,Australia
CSK,CAP SKIRING,Senegal
CSL,CAMP SAN LUIS OBISPO,United States of America
CSN,CARSON CITY,United States of America
CSO,MAGDENBURG,Germany
CST,CASTAWAY ISLAND,Fiji
CSU,SANTA CRUZ DO SUL,Brazil
CSV,CROSSVILLE,United States of America
CSX,CHANGSHA,"China, People’s Republic of"
CSY,CHEBOKSARY,Russia (in Europe)
CTA,CATANIA,Italy
CTC,CATAMARCA,Argentina
CTD,CHITRE,Panama
CTG,CARTAGENA,Colombia
CTH,COATESVILL,United States of America
CTI,CUITO CUANAVALE,Angola
CTL,CHARLEVILLE,Australia
CTM,CHETUMAL,Mexico
CTN,COOKTOWN,Australia
CTP,CARUTAPERA,Brazil
CTU,CHENGDU,"China, People’s Republic of"
CUA,CIUDAD CONSTITUCION,Mexico
CUC,CUCUTA,Colombia
CUD,CALOUNDRA,Australia
CUE,CUENCA,Ecuador
CUF,CUNEO,Italy
CUG,CUDAL,Australia
CUK,CAYE CAULKER,Belize
CUL,CULIACAN,Mexico
CUM,CUMANA,Venezuela
CUN,CANCUN,Mexico
CUO,CARURU,Colombia
CUP,CARUPANO,Venezuela
CUQ,COEN,Australia
CUR,CURACAO,Curacao
CUT,CUTRAL-CO,Argentina
CUU,CHIHUAHUA,Mexico
CUV,CASIGUA EL CUBO,Venezuela
CUW,CUBE COVE,United States of America
CUY,CUE,Australia
CUZ,CUSCO,Peru
CVB,CHUNGRIBU,Papua New Guinea
CVC,CLEVE,Australia
CVE,COVENAS,Colombia
CVF,COURCHEVEL,France
CVG,CINCINNATI,United States of America
CVH,CAVIAHUE,Argentina
CVJ,CUERNAVACA,Mexico
CVL,CAPE VOGEL,Papua New Guinea
CVM,CIUDAD VICTORIA,Mexico
CVN,CLOVIS,United States of America
CVO,CORVALLIS,United States of America
CVQ,CARNARVON,Australia
CVT,COVENTRY,United Kingdom
CVU,CORVO ISLAND,Portugal (including Azores & Madeira)
CWB,CURITIBA,Brazil
CWC,CHERNIVTSI,Ukraine
CWI,CLINTON,United States of America
CWJ,CANGYUAN,"China, People’s Republic of"
CWL,CARDIFF,United Kingdom
CWR,COWARIE,Australia
CWS,CENTER ISLAND,United States of America
CWT,COWRA,Australia
CWW,COROWA,Australia
CXA,CAICARA DE ORINOCO,Venezuela
CXB,COX'S BAZAR,Bangladesh
CXF,COLDFOOT,United States of America
CXI,KIRITIMATI,Kiribati
CXJ,CAXIAS DO SUL,Brazil
CXL,CALEXICO,United States of America
CXN,CANDALA,Somalia
CXP,CILACAP,Indonesia
CXT,CHARTERS TOWERS,Australia
CXY,CAT CAYS,Bahamas
CYB,CAYMAN BRAC ISLAND,Cayman Islands
CYC,CAYE CHAPEL,Belize
CYF,CHEFORNAK,United States of America
CYI,CHIAYI,Chinese Taipei
CYO,CAYO LARGO DEL SUR,Cuba
CYP,CALBAYOG,Philippines
CYR,COLONIA DEL SACRAMENTO,Uruguay
CYS,CHEYENNE,United States of America
CYU,CUYO,Philippines
CYZ,CAUAYAN,Philippines
CZA,CHICHEN- ITZA,Mexico
CZB,CRUZ ALTA,Brazil
CZE,CORO,Venezuela
CZF,CAPE ROMANZOF,United States of America
CZH,COROZAL,Belize
CZL,CONSTANTINE,Algeria
CZM,COZUMEL,Mexico
CZN,CHISANA,United States of America
CZP,CAPE POLE,United States of America
CZS,CRUZEIRO DO SUL,Brazil
CZU,COROZAL,Colombia
CZX,CHANGZHOU,"China, People’s Republic of"
DAB,DAYTONA BEACH,United States of America
DAC,DHAKA,Bangladesh
DAD,DA NANG,Vietnam
DAE,DAPARIZO,India (including Andaman Isl.)
DAH,DATHINA,Yemen
DAK,DAKHLA OASIS,Egypt
DAM,DAMASCUS,Syria
DAN,DANVILLE,United States of America
DAR,DAR ES SALAAM,Tanzania
DAT,DATONG,"China, People’s Republic of"
DAU,DARU,Papua New Guinea
DAV,DAVID,Panama
DAX,DAZHOU,"China, People’s Republic of"
DAY,DAYTON,United States of America
DAZ,DARWAZ,Afghanistan
DBA,DALBANDIN,Pakistan
DBC,BAICHENG,"China, People’s Republic of"
DBD,DHANBAD,India (including Andaman Isl.)
DBM,DEBRE MARCOS,Ethiopia
DBO,DUBBO,Australia
DBP,DEBEPARE,Papua New Guinea
DBQ,DUBUQUE,United States of America
DBT,DEBRE TABOR,Ethiopia
DBV,DUBROVNIK,Croatia
DBY,DALBY,Australia
DCM,CASTRES,France
DCY,DAOCHENG,"China, People’s Republic of"
DDC,DODGE CITY,United States of America
DDD,KUDAHUVADHOO,Maldives
DDG,DANDONG,"China, People’s Republic of"
DDI,DAYDREAM ISLAND,Australia
DDM,DODOIMA,Papua New Guinea
DDN,DELTA DOWNS,Australia
DDP,DORADO,Puerto Rico
DEA,DERA GHAZI KHAN,Pakistan
DEB,DEBRECEN,Hungary
DEC,DECATUR,United States of America
DED,DEHRA DUN,India (including Andaman Isl.)
DEF,DEZFUL,Iran (Islamic Republic of)
DEI,DENIS ISLAND,Seychelles
DEL,DELHI,India (including Andaman Isl.)
DEM,DEMBI DOLO,Ethiopia
DEN,DENVER,United States of America
DER,DERIM,Papua New Guinea
DES,DESROCHES ISLAND,Seychelles
DEZ,DEIR EZ ZOR,Syria
DFW,DALLAS/FORT WORTH,United States of America
DGA,DANGRIGA,Belize
DGC,DEGAHBUR,Ethiopia
DGD,DALGARANGA GOLD MINE,Australia
DGE,MUDGEE,Australia
DGF,DOUGLAS LAKE,Canada
DGO,DURANGO,Mexico
DGT,DUMAGUETE,Philippines
DHD,DURHAM DOWNS,Australia
DHI,DHANGARHI,Nepal
DHM,DHARAMSALA,India (including Andaman Isl.)
DHN,DOTHAN,United States of America
DIB,DIBRUGARH,India (including Andaman Isl.)
DIE,ANTSIRANANA,Madagascar
DIG,DEQEN,"China, People’s Republic of"
DIJ,DIJON,France
DIK,DICKINSON,United States of America
DIL,DILI,Timor Leste
DIN,DIEN BIEN PHU,Vietnam
DIO,DIOMEDE,United States of America
DIP,DIAPAGA,Burkina Faso
DIQ,DIVINOPOLIS,Brazil
DIR,DIRE DAWA,Ethiopia
DIS,DOLISIE,Congo
DIU,DIU,India (including Andaman Isl.)
DIW,DIKWELLA-MAWELLA LAGOON,Sri Lanka
DIY,DIYARBAKIR,Turkey
DJA,DJOUGOU,Benin
DJB,JAMBI,Indonesia
DJE,DJERBA,Tunisia
DJG,DJANET,Algeria
DJJ,JAYAPURA,Indonesia
DJM,DJAMBALA,Congo
DJN,DELTA JUNCTION,United States of America
DJO,DALOA,Cote d’Ivoire
DKI,DUNK ISLAND,Australia
DKR,DAKAR,Senegal
DKV,DOCKER RIVER,Australia
DLA,DOUALA,Cameroon
DLC,DALIAN,"China, People’s Republic of"
DLD,GEILO,Norway
DLG,DILLINGHAM,United States of America
DLH,DULUTH,United States of America
DLH,SUPERIOR,United States of America
DLI,DA LAT,Vietnam
DLK,DULKANINNA,Australia
DLL,DILLON,United States of America
DLM,DALAMAN,Turkey
DLU,DALI,"China, People’s Republic of"
DLV,DELISSAVILLE,Australia
DLY,DILLON'S BAY,Vanuatu
DMB,TARAZ,Kazakhstan
DMD,DOOMADGEE,Australia
DMM,DAMMAM,Saudi Arabia
DMO,SEDALIA,United States of America
DMU,DIMAPUR,India (including Andaman Isl.)
DNB,DUNBAR,Australia
DND,DUNDEE,United Kingdom
DNF,DERNA,Libya
DNH,DUNHUANG,"China, People’s Republic of"
DNI,WAD MADANI,Sudan
DNK,DNIPRO,Ukraine
DNM,DENHAM,Australia
DNO,DIANAPOLIS,Brazil
DNP,DANG,Nepal
DNQ,DENILIQUIN,Australia
DNR,DINARD,France
DNU,DINANGAT,Papua New Guinea
DNV,DANVILLE,United States of America
DNZ,DENIZLI,Turkey
DOA,DOANY,Madagascar
DOD,DODOMA,Tanzania
DOE,DJOEMOE,Suriname
DOF,DORA BAY,United States of America
DOG,DONGOLA,Sudan
DOH,DOHA,Qatar
DOI,DOINI,Papua New Guinea
DOK,DONETSK,Ukraine
DOL,DEAUVILLE,France
DOM,DOMINICA,Dominica
DON,DOS LAGUNAS,Guatemala
DOO,DOROBISORO,Papua New Guinea
DOP,DOLPA,Nepal
DOR,DORI,Burkina Faso
DOS,DIOS,Papua New Guinea
DOU,DOURADOS,Brazil
DOX,DONGARA,Australia
DOY,DONGYING,"China, People’s Republic of"
DPB,CAMERON,Chile
DPL,DIPOLOG,Philippines
DPO,DEVONPORT,Australia
DPS,BALI ISLAND,Indonesia
DPS,DENPASAR-BALI,Indonesia
DQA,DAQING,"China, People’s Republic of"
DRB,DERBY,Australia
DRD,DORUNDA,Australia
DRE,DRUMMOND ISLAND,United States of America
DRG,DEERING,United States of America
DRK,DRAKE BAY,Costa Rica
DRN,DIRRANBANDI,Australia
DRO,DURANGO,United States of America
DRR,DURRIE,Australia
DRS,DRESDEN,Germany
DRT,DEL RIO,United States of America
DRV,DHARAVANDHOO ISLAND,Maldives
DRW,DARWIN,Australia
DSA,DONCASTER/SHEFFIELD,United Kingdom
DSC,DSCHANG,Cameroon
DSD,LA DESIRADE,Guadeloupe
DSE,DESSIE,Ethiopia
DSK,DERA ISMAIL KHAN,Pakistan
DSM,DES MOINES,United States of America
DSN,ORDOS,"China, People’s Republic of"
DTA,DELTA,United States of America
DTB,SIBORONG-BORONG,Indonesia
DTD,DATADAWAI,Indonesia
DTE,DAET,Philippines
DTH,DEATH VALLEY NAT. PARK,United States of America
DTM,DORTMUND,Germany
DTR,DECATUR ISLAND,United States of America
DTT,DETROIT,United States of America
DUB,DUBLIN,Ireland
DUD,DUNEDIN,New Zealand
DUE,DUNDO,Angola
DUG,DOUGLAS/BISBEE,United States of America
DUJ,DUBOIS,United States of America
DUM,DUMAI,Indonesia
DUQ,DUNCAN,Canada
DUR,DURBAN,South Africa
DUS,DUSSELDORF,Germany
DUT,DUTCH HARBOR,United States of America
DVD,ANDAVADOAKA,Madagascar
DVL,DEVILS LAKE,United States of America
DVN,DAVENPORT,United States of America
DVO,DAVAO,Philippines
DVR,DALY RIVER MISSION,Australia
DWB,SOALALA,Madagascar
DWD,DAWADMI,Saudi Arabia
DXB,DUBAI,United Arab Emirates
DYA,DYSART,Australia
DYG,ZHANGJIAJIE,"China, People’s Republic of"
DYR,ANADYR,Russia (in Asia)
DYU,DUSHANBE,Tajikistan
DYW,DALY WATERS,Australia
DZA,DZAOUDZI,Mayotte
DZN,ZHEZKAZGAN,Kazakhstan
EAA,EAGLE,United States of America
EAB,ABBS,Yemen
EAE,EMAE ISLAND,Vanuatu
EAM,NEJRAN,Saudi Arabia
EAR,KEARNEY,United States of America
EAS,SAN SEBASTIAN,Spain and Canary Islands
EAT,WENATCHEE,United States of America
EAU,EAU CLAIRE,United States of America
EBA,ELBA ISLAND,Italy
EBB,ENTEBBE,Uganda
EBD,EL OBEID,Sudan
EBG,EL BAGRE,Colombia
EBH,EL BAYADH,Algeria
EBJ,ESBJERG,Denmark
EBL,ERBIL,Iraq
EBO,EBON ISLAND,Marshall Islands
EBU,SAINT ETIENNE,France
ECA,EAST TAWAS,United States of America
ECG,ELIZABETH CITY,United States of America
ECH,ECHUCA,Australia
ECN,ERCAN,Cyprus
ECO,EL ENCANTO,Colombia
ECP,PANAMA CITY,United States of America
EDA,EDNA BAY,United States of America
EDB,EL DEBBA,Sudan
EDI,EDINBURGH,United Kingdom
EDL,ELDORET,Kenya
EDM,LA ROCHE SUR YON,France
EDO,EDREMIT,Turkey
EDR,PORMPURAAW,Australia
EDW,EDWARDS,United States of America
EEK,EEK,United States of America
EEN,BRATTLEBORO,United States of America
EEN,KEENE,United States of America
EFG,EFOGI,Papua New Guinea
EFL,KEFALLINIA,Greece
EGA,ENGATI,Papua New Guinea
EGC,BERGERAC,France
EGE,VAIL/EAGLE,United States of America
EGL,NEGELE,Ethiopia
EGM,SEGHE,Solomon Islands
EGN,GENEINA,Sudan
EGO,BELGOROD,Russia (in Europe)
EGS,EGILSSTADIR,Iceland
EGV,EAGLE RIVER,United States of America
EGX,EGEGIK,United States of America
EHL,EL BOLSON,Argentina
EHM,CAPE NEWENHAM,United States of America
EIA,EIA,Papua New Guinea
EIE,YENISEYSK,Russia (in Asia)
EIH,EINASLEIGH,Australia
EIK,EISK,Russia (in Europe)
EIN,EINDHOVEN,Netherlands
EIY,EIN YAHAV,Israel
EJA,BARRANCABERMEJA,Colombia
EJH,WEDJH,Saudi Arabia
EKA,EUREKA,United States of America
EKB,EKIBASTUZ,Kazakhstan
EKD,ELKEDRA,Australia
EKE,EKEREKU,Guyana
EKI,ELKHART,United States of America
EKN,ELKINS,United States of America
EKO,ELKO,United States of America
EKT,ESKILSTUNA,Sweden
EKX,ELIZABETHTOWN,United States of America
ELB,EL BANCO,Colombia
ELC,ELCHO ISLAND,Australia
ELD,EL DORADO,United States of America
ELE,EL REAL,Panama
ELF,EL FASHER,Sudan
ELG,EL GOLEA,Algeria
ELH,NORTH ELEUTHERA,Bahamas
ELI,ELIM,United States of America
ELJ,EL RECREO,Colombia
ELL,ELLISRAS,South Africa
ELM,CORNING,United States of America
ELM,ELMIRA,United States of America
ELO,ELDORADO,Argentina
ELP,EL PASO,United States of America
ELQ,GASSIM,Saudi Arabia
ELS,EAST LONDON,South Africa
ELT,EL-TOR,Egypt
ELU,EL OUED,Algeria
ELV,ELFIN COVE,United States of America
ELW,ELLAMAR,United States of America
ELY,ELY,United States of America
EMD,EMERALD,Australia
EME,EMDEN,Germany
EMI,EMIRAU,Papua New Guinea
EMK,EMMONAK,United States of America
EMN,NEMA,Mauritania
EMO,EMO,Papua New Guinea
EMP,EMPORIA,United States of America
EMS,EMBESSA,Papua New Guinea
EMX,EL MAITEN,Argentina
EMY,EL-MINYA,Egypt
ENA,KENAI,United States of America
ENB,ENEABBA,Australia
ENE,ENDE,Indonesia
ENF,ENONTEKIO,Finland
ENH,ENSHI,"China, People’s Republic of"
ENN,NENANA,United States of America
ENO,ENCARNACION,Paraguay
ENS,ENSCHEDE,Netherlands
ENT,ENEWETAK ISLAND,Marshall Islands
ENU,ENUGU,Nigeria
ENY,YAN'AN,"China, People’s Republic of"
EOI,EDAY,United Kingdom
EOR,EL DORADO,Venezuela
EOZ,ELORZA,Venezuela
EPL,EPINAL,France
EPN,EPENA,Congo
EPR,ESPERANCE,Australia
EPS,EL PORTILLO/SAMANA,Dominican Republic
EPT,ELIPTAMIN,Papua New Guinea
EPU,PARNU,Estonia
EQS,ESQUEL,Argentina
ERA,ERIGAVO,Somalia
ERB,ERNABELLA,Australia
ERC,ERZINCAN,Turkey
ERE,ERAVE,Papua New Guinea
ERF,ERFURT,Germany
ERH,ERRACHIDIA,Morocco
ERI,ERIE,United States of America
ERL,ERENHOT,"China, People’s Republic of"
ERM,ERECHIM,Brazil
ERN,EIRUNEPE,Brazil
ERU,ERUME,Papua New Guinea
ERZ,ERZURUM,Turkey
ESA,ESA'ALA,Papua New Guinea
ESC,ESCANABA,United States of America
ESD,EASTSOUND,United States of America
ESE,ENSENADA,Mexico
ESG,MARISCAL ESTIGARRIBIA,Paraguay
ESH,SHOREHAM-BY-SEA,United Kingdom
ESI,ESPINOSA,Brazil
ESK,ESKISEHIR,Turkey
ESL,ELISTA,Russia (in Europe)
ESM,ESMERALDAS,Ecuador
ESN,EASTON,United States of America
ESR,EL SALVADOR,Chile
ESS,ESSEN,Germany
ESU,ESSAOUIRA,Morocco
ETD,ETADUNNA,Australia
ETE,METEMA,Ethiopia
ETH,ELAT,Israel
ETR,SANTA ROSA,Ecuador
ETS,ENTERPRISE,United States of America
ETZ,METZ/NANCY,France
EUA,EUA,Tonga
EUC,EUCLA,Australia
EUE,EUREKA,United States of America
EUG,EUGENE,United States of America
EUN,LAAYOUNE,Morocco
EUX,SINT EUSTATIUS,"Bonaire, Sint Eustatius and Saba"
EVD,EVA DOWNS,Australia
EVE,HARSTAD-NARVI,Norway
EVG,SVEG,Sweden
EVM,EVELETH,United States of America
